# Wavelength, Extinction
900.0868355816904, 0.10575063758516995
900.3135449094892, 0.10490322028091811
900.5402542372882, 0.10299653134635148
900.639868941927, 0.10106850234098433
900.867588560848, 0.10052625571611537
901.0898526077098, 0.09754688035286055
901.1757273530882, 0.09574090727418064
901.3852617318114, 0.09400586673518327
901.6119710596103, 0.09090227817745802
901.8430968028858, 0.0886101267188387
901.9547468853733, 0.08398683255329142
902.0963046235444, 0.084552447327852
902.1798893757126, 0.08187759316356438
902.3436238902341, 0.07907941503939706
902.5806381874784, 0.07468470801590021
902.7558226680503, 0.07138381769074537
902.9433731119567, 0.0675720138175174
903.0071053845267, 0.06536592154847554
903.2401562319843, 0.0627070962277797
903.435950651447, 0.059407117163412126
903.6317450709097, 0.05615816870313273
903.8560297000156, 0.05399086892950622
904.0046868222672, 0.049770537230727246
904.1923354087398, 0.04855699012218795
904.1727559667935, 0.04958372587644169
904.4355326876514, 0.04848564005938108
904.6691119950806, 0.04762500118952459
904.9068730292412, 0.046980399080617186
905.1156606710481, 0.048675168496155385
905.3423699988471, 0.04971594153248829
905.572514316461, 0.05167938268432873
905.818974835697, 0.05361402730494175
906.1667675544794, 0.060409172661870486
906.3728669433875, 0.06355760629591564
906.5583563934049, 0.06699366697118497
906.7644557823129, 0.07066632408359025
907.145739651793, 0.0760303364451296
907.2545143292722, 0.07861163450192224
907.4651937046006, 0.0814523381294964
907.6919030323994, 0.08458376156217884
907.9053631137685, 0.08628868552388413
908.1144067796611, 0.08797623635785248
908.4132508935778, 0.09052650736553614
908.6399602213767, 0.09108320486467969
908.8821270033437, 0.0918908182977427
909.2468084220505, 0.09148410438316015
909.4643577770091, 0.09150072798903736
909.6910671048081, 0.09111103973963683
909.9226835609143, 0.0904497626388685
910.1263005202081, 0.09041451292747316
910.3711950882048, 0.08968218282516843
910.5979044160038, 0.08953041648314003
910.8334465747558, 0.08714954057162438
911.0490330783914, 0.08781415343915344
911.2450564971751, 0.0870095709146968
911.4635218494177, 0.08726982699554642
911.6902311772167, 0.08733941418293936
911.921847633323, 0.08800045564455464
912.1415888389254, 0.08747803186022612
912.3703591606134, 0.08999764474134975
912.5970684884123, 0.09097186536485097
912.843013759176, 0.09184168311609214
913.1741467773551, 0.09465402168061474
913.4008561051539, 0.0948409129838986
913.6275654329529, 0.09564812435765674
913.8710203361005, 0.0970082432141022
914.0793987086361, 0.09638411719603907
914.3310513470925, 0.09723100091355485
914.5564848215315, 0.09681619500318109
914.7993876727446, 0.09602886568296384
915.0084313386371, 0.09562592273120282
915.2321963894517, 0.09614915210688596
915.461849994235, 0.09502183967112027
915.6885593220339, 0.09446514217197668
915.924101480786, 0.09380639608818289
916.1419779776318, 0.09270080874076247
916.3686873054306, 0.09132576591787794
916.5953966332296, 0.09079093867762933
916.8414277787386, 0.0898351779885615
917.1724749221722, 0.08684534515244946
917.3991842499712, 0.08546056012332992
917.6258935777701, 0.08352603631380609
918.0793122333679, 0.07782143332952682
918.3472414389485, 0.07517742948498346
918.5850484261501, 0.07251413155190131
918.7594402167647, 0.06933621470170803
918.944929666782, 0.06541434709375352
919.0950877929864, 0.06546517887730632
919.2952986279257, 0.06168957690990065
919.5220079557247, 0.05854423603973963
919.7487172835235, 0.05546848235697155
